Entity,Code,Year,consumption_per_capita
Slovakia,SVK,1998,40.5
Slovakia,SVK,1999,37.7
Slovakia,SVK,2000,40.2
Slovakia,SVK,2001,51.3
Slovakia,SVK,2002,52.3
Slovakia,SVK,2003,50.5
Slovakia,SVK,2004,51.1
Slovakia,SVK,2005,52.7
Slovakia,SVK,2006,49.7
Slovakia,SVK,2007,48.2
Slovakia,SVK,2008,53.300000000000004
Slovakia,SVK,2009,45.4
Slovakia,SVK,2010,47.6
Slovakia,SVK,2011,47.1
Slovakia,SVK,2012,42.9
Slovakia,SVK,2013,43
Slovakia,SVK,2014,44.8
Slovakia,SVK,2015,44.1
Slovakia,SVK,2016,39.7
Slovakia,SVK,2017,41.300000000000004
Slovakia,SVK,2018,44.1
Slovakia,SVK,2019,46.699999999999996
Slovakia,SVK,2020,47.7
Slovenia,SVN,1995,82.39999999999999
Slovenia,SVN,1996,46.400000000000006
Slovenia,SVN,1997,43.4
Slovenia,SVN,1998,45.4
Slovenia,SVN,1999,48.6
Slovenia,SVN,2000,44.4
Slovenia,SVN,2001,42.8
Slovenia,SVN,2002,43.800000000000004
Slovenia,SVN,2003,47.7
Slovenia,SVN,2004,49.4
Slovenia,SVN,2005,50.699999999999996
Slovenia,SVN,2006,50.1
Slovenia,SVN,2007,51.3
Slovenia,SVN,2008,55.9
Slovenia,SVN,2009,49.2
Slovenia,SVN,2010,48.5
Slovenia,SVN,2011,47.4
Slovenia,SVN,2012,46.1
Slovenia,SVN,2013,42.9
Slovenia,SVN,2014,41.199999999999996
Slovenia,SVN,2015,42.6
Slovenia,SVN,2016,40.800000000000004
Slovenia,SVN,2017,42.5
Slovenia,SVN,2018,45.800000000000004
Slovenia,SVN,2019,51.199999999999996
Slovenia,SVN,2020,49.9
South Africa,ZAF,1995,25.9
South Africa,ZAF,1996,22.4
South Africa,ZAF,1997,22.7
South Africa,ZAF,1998,23.5
South Africa,ZAF,1999,21.8
South Africa,ZAF,2000,20.400000000000002
South Africa,ZAF,2001,18.9
South Africa,ZAF,2002,17.6
South Africa,ZAF,2003,22
South Africa,ZAF,2004,24.6
South Africa,ZAF,2005,23.7
South Africa,ZAF,2006,24.2
South Africa,ZAF,2007,25.8
South Africa,ZAF,2008,25.400000000000002
South Africa,ZAF,2009,27.1
South Africa,ZAF,2010,24.2
South Africa,ZAF,2011,25.1
South Africa,ZAF,2012,22.799999999999997
South Africa,ZAF,2013,21.8
South Africa,ZAF,2014,21.4
South Africa,ZAF,2015,21.3
South Africa,ZAF,2016,21.7
South Africa,ZAF,2017,17.8
South Africa,ZAF,2018,17.3
South Africa,ZAF,2019,21.8
South Africa,ZAF,2020,21.8
South Korea,KOR,1995,41.9
South Korea,KOR,1996,46.699999999999996
South Korea,KOR,1997,45.4
South Korea,KOR,1998,32.1
South Korea,KOR,1999,39.400000000000006
South Korea,KOR,2000,43
South Korea,KOR,2001,42.7
South Korea,KOR,2002,45.599999999999994
South Korea,KOR,2003,46.8
South Korea,KOR,2004,48.2
South Korea,KOR,2005,48.699999999999996
South Korea,KOR,2006,53.6
South Korea,KOR,2007,52.599999999999994
South Korea,KOR,2008,50.699999999999996
South Korea,KOR,2009,46.5
South Korea,KOR,2010,53
South Korea,KOR,2011,53.1
South Korea,KOR,2012,52.2
South Korea,KOR,2013,51.5
South Korea,KOR,2014,54.5
South Korea,KOR,2015,55.2
South Korea,KOR,2016,52.5
South Korea,KOR,2017,58.9
South Korea,KOR,2018,58.9
South Korea,KOR,2019,59.3
South Korea,KOR,2020,59.8
Spain,ESP,1995,33.800000000000004
Spain,ESP,1996,34.5
Spain,ESP,1997,34
Spain,ESP,1998,37.4
Spain,ESP,1999,39.5
Spain,ESP,2000,41.5
Spain,ESP,2001,41.199999999999996
Spain,ESP,2002,42.7
Spain,ESP,2003,43.5
Spain,ESP,2004,45.4
Spain,ESP,2005,47.3
Spain,ESP,2006,46.9
Spain,ESP,2007,46.8
Spain,ESP,2008,45.300000000000004
Spain,ESP,2009,38.699999999999996
Spain,ESP,2010,37.7
Spain,ESP,2011,35.6
Spain,ESP,2012,30.1
Spain,ESP,2013,27.5
Spain,ESP,2014,30.4
Spain,ESP,2015,31.3
Spain,ESP,2016,30.7
Spain,ESP,2017,31.8
Spain,ESP,2018,34.8
Spain,ESP,2019,33.2
Spain,ESP,2020,33.800000000000004
Sweden,SWE,1995,65
Sweden,SWE,1996,66.4
Sweden,SWE,1997,65.6
Sweden,SWE,1998,70.6
Sweden,SWE,1999,67.7
Sweden,SWE,2000,69.6
Sweden,SWE,2001,68.7
Sweden,SWE,2002,64.30000000000001
Sweden,SWE,2003,69.3
Sweden,SWE,2004,67.7
Sweden,SWE,2005,67.7
Sweden,SWE,2006,61.60000000000001
Sweden,SWE,2007,64.39999999999999
Sweden,SWE,2008,65.3
Sweden,SWE,2009,56.3
Sweden,SWE,2010,60.5
Sweden,SWE,2011,63.3
Sweden,SWE,2012,61.4
Sweden,SWE,2013,62.9
Sweden,SWE,2014,60.8
Sweden,SWE,2015,59.1
Sweden,SWE,2016,58.699999999999996
Sweden,SWE,2017,59.7
Sweden,SWE,2018,59.9
Sweden,SWE,2019,57
Sweden,SWE,2020,57.3
Switzerland,CHE,1995,72.7
Switzerland,CHE,1996,72.2
Switzerland,CHE,1997,73.7
Switzerland,CHE,1998,75.1
Switzerland,CHE,1999,73.6
Switzerland,CHE,2000,71.4
Switzerland,CHE,2001,70.6
Switzerland,CHE,2002,71.60000000000001
Switzerland,CHE,2003,69.7
Switzerland,CHE,2004,66.9
Switzerland,CHE,2005,70.6
Switzerland,CHE,2006,67.3
Switzerland,CHE,2007,60.4
Switzerland,CHE,2008,64.7
Switzerland,CHE,2009,63.800000000000004
Switzerland,CHE,2010,66
Switzerland,CHE,2011,71.9
Switzerland,CHE,2012,68.2
Switzerland,CHE,2013,70.4
Switzerland,CHE,2014,60.699999999999996
Switzerland,CHE,2015,61.50000000000001
Switzerland,CHE,2016,59.2
Switzerland,CHE,2017,54.3
Switzerland,CHE,2018,53.199999999999996
Switzerland,CHE,2019,54.2
Switzerland,CHE,2020,53.4
Turkey,TUR,1995,13.5
Turkey,TUR,1996,17.200000000000003
Turkey,TUR,1997,15.8
Turkey,TUR,1998,16
Turkey,TUR,1999,15.400000000000002
Turkey,TUR,2000,16.7
Turkey,TUR,2001,13.200000000000001
Turkey,TUR,2002,14.5
Turkey,TUR,2003,16.3
Turkey,TUR,2004,17.099999999999998
Turkey,TUR,2005,18.5
Turkey,TUR,2006,20
Turkey,TUR,2007,21.7
Turkey,TUR,2008,21.2
Turkey,TUR,2009,18.9
Turkey,TUR,2010,21.1
Turkey,TUR,2011,22.6
Turkey,TUR,2012,22.6
Turkey,TUR,2013,22.4
Turkey,TUR,2014,22
Turkey,TUR,2015,22.900000000000002
Turkey,TUR,2016,21.6
Turkey,TUR,2017,21.7
Turkey,TUR,2018,18.4
Turkey,TUR,2019,18.3
Turkey,TUR,2020,20.5
United Kingdom,GBR,1995,49.2
United Kingdom,GBR,1996,51.400000000000006
United Kingdom,GBR,1997,52.7
United Kingdom,GBR,1998,54.7
United Kingdom,GBR,1999,53.6
United Kingdom,GBR,2000,55
United Kingdom,GBR,2001,55.300000000000004
United Kingdom,GBR,2002,54
United Kingdom,GBR,2003,55.9
United Kingdom,GBR,2004,58.6
United Kingdom,GBR,2005,57.800000000000004
United Kingdom,GBR,2006,56.7
United Kingdom,GBR,2007,53.199999999999996
United Kingdom,GBR,2008,50.9
United Kingdom,GBR,2009,44.8
United Kingdom,GBR,2010,46.6
United Kingdom,GBR,2011,43.5
United Kingdom,GBR,2012,46.699999999999996
United Kingdom,GBR,2013,46.3
United Kingdom,GBR,2014,47.7
United Kingdom,GBR,2015,50.2
United Kingdom,GBR,2016,43.099999999999994
United Kingdom,GBR,2017,41.199999999999996
United Kingdom,GBR,2018,44.4
United Kingdom,GBR,2019,45.2
United Kingdom,GBR,2020,45.800000000000004
United States,USA,1995,93.9
United States,USA,1996,95.2
United States,USA,1997,94.8
United States,USA,1998,99.1
United States,USA,1999,98.8
United States,USA,2000,101.125
United States,USA,2001,103.078
United States,USA,2002,101.41199999999999
United States,USA,2003,101.26100000000001
United States,USA,2004,103.176
United States,USA,2005,104.512
United States,USA,2006,104.364
United States,USA,2007,100.994
United States,USA,2008,97.10000000000001
United States,USA,2009,92.10000000000001
United States,USA,2010,91
United States,USA,2011,89.7
United States,USA,2012,87
United States,USA,2013,85.6
United States,USA,2014,89.4
United States,USA,2015,91
United States,USA,2016,86.60000000000001
United States,USA,2017,91.7
United States,USA,2018,92.3
United States,USA,2019,95.8
United States,USA,2020,97.3
